properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  world = "perlshaw_town",
  floor = 0,
  tileset = "oceanset_inside",
  music = "same",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 320,
  height = 224,
  pattern = "10",
}

tile{
  layer = 0,
  x = 48,
  y = 40,
  width = 88,
  height = 152,
  pattern = "26_3",
}

tile{
  layer = 0,
  x = 56,
  y = 192,
  width = 80,
  height = 8,
  pattern = "31_3",
}

tile{
  layer = 0,
  x = 48,
  y = 32,
  width = 88,
  height = 8,
  pattern = "27_5",
}

tile{
  layer = 0,
  x = 136,
  y = 32,
  width = 8,
  height = 8,
  pattern = "28_3",
}

tile{
  layer = 0,
  x = 136,
  y = 192,
  width = 8,
  height = 8,
  pattern = "30_3",
}

tile{
  layer = 0,
  x = 136,
  y = 40,
  width = 8,
  height = 152,
  pattern = "29_3",
}

tile{
  layer = 0,
  x = 40,
  y = 40,
  width = 8,
  height = 152,
  pattern = "33_3",
}

tile{
  layer = 0,
  x = 40,
  y = 32,
  width = 8,
  height = 8,
  pattern = "27_6",
}

tile{
  layer = 0,
  x = 48,
  y = 192,
  width = 8,
  height = 8,
  pattern = "32_3",
}

tile{
  layer = 0,
  x = 288,
  y = 208,
  width = 32,
  height = 32,
  pattern = "38",
}

tile{
  layer = 0,
  x = 0,
  y = 208,
  width = 32,
  height = 32,
  pattern = "40",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 32,
  height = 176,
  pattern = "41",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 32,
  height = 32,
  pattern = "34",
}

tile{
  layer = 0,
  x = 32,
  y = 208,
  width = 256,
  height = 32,
  pattern = "39",
}

tile{
  layer = 0,
  x = 288,
  y = 32,
  width = 32,
  height = 176,
  pattern = "37",
}

tile{
  layer = 0,
  x = 288,
  y = 0,
  width = 32,
  height = 32,
  pattern = "aasf",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 256,
  height = 32,
  pattern = "35",
}

tile{
  layer = 0,
  x = 80,
  y = 208,
  width = 16,
  height = 32,
  pattern = "52_3",
}

tile{
  layer = 0,
  x = 72,
  y = 208,
  width = 8,
  height = 32,
  pattern = "50_4",
}

tile{
  layer = 0,
  x = 96,
  y = 208,
  width = 8,
  height = 32,
  pattern = "51_4",
}

tile{
  layer = 0,
  x = 160,
  y = 0,
  width = 32,
  height = 32,
  pattern = "aasf",
}

tile{
  layer = 0,
  x = 192,
  y = 0,
  width = 32,
  height = 32,
  pattern = "34",
}

tile{
  layer = 0,
  x = 192,
  y = 208,
  width = 32,
  height = 32,
  pattern = "40",
}

tile{
  layer = 0,
  x = 160,
  y = 208,
  width = 32,
  height = 32,
  pattern = "38",
}

tile{
  layer = 0,
  x = 160,
  y = 32,
  width = 32,
  height = 176,
  pattern = "37",
}

tile{
  layer = 0,
  x = 192,
  y = 32,
  width = 32,
  height = 176,
  pattern = "41",
}

tile{
  layer = 0,
  x = 256,
  y = 24,
  width = 32,
  height = 24,
  pattern = "106",
}

tile{
  layer = 0,
  x = 264,
  y = 24,
  width = 16,
  height = 16,
  pattern = "110",
}

tile{
  layer = 0,
  x = 280,
  y = 184,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 264,
  y = 184,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 256,
  y = 184,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 248,
  y = 24,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 232,
  y = 24,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 224,
  y = 24,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 264,
  y = 184,
  width = 16,
  height = 16,
  pattern = "90",
}

tile{
  layer = 0,
  x = 224,
  y = 32,
  width = 16,
  height = 8,
  pattern = "91",
}

tile{
  layer = 0,
  x = 240,
  y = 24,
  width = 16,
  height = 16,
  pattern = "89",
}

tile{
  layer = 0,
  x = 56,
  y = 48,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 40,
  y = 48,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 32,
  y = 48,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 136,
  y = 48,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 120,
  y = 48,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 112,
  y = 48,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 56,
  y = 104,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 40,
  y = 104,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 32,
  y = 104,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 136,
  y = 104,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 120,
  y = 104,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 112,
  y = 104,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 56,
  y = 160,
  width = 8,
  height = 24,
  pattern = "78",
}

tile{
  layer = 0,
  x = 40,
  y = 160,
  width = 16,
  height = 24,
  pattern = "77",
}

tile{
  layer = 0,
  x = 32,
  y = 160,
  width = 8,
  height = 24,
  pattern = "76",
}

tile{
  layer = 0,
  x = 160,
  y = 168,
  width = 32,
  height = 8,
  pattern = "56_4",
}

tile{
  layer = 0,
  x = 192,
  y = 152,
  width = 32,
  height = 16,
  pattern = "55_3",
}

tile{
  layer = 0,
  x = 160,
  y = 152,
  width = 32,
  height = 16,
  pattern = "55_4",
}

tile{
  layer = 0,
  x = 192,
  y = 168,
  width = 32,
  height = 8,
  pattern = "56_3",
}

tile{
  layer = 0,
  x = 40,
  y = 88,
  width = 16,
  height = 16,
  pattern = "75",
}

