properties{
  x = 0,
  y = 480,
  width = 640,
  height = 480,
  min_layer = 0,
  max_layer = 2,
  world = "perlshaw_town",
  floor = 0,
  tileset = "oceanset_outside",
  music = "eduardo/village",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 640,
  height = 480,
  pattern = "grass_light",
}

tile{
  layer = 0,
  x = 24,
  y = 336,
  width = 16,
  height = 16,
  pattern = "cobblestone_edge_1",
}

tile{
  layer = 0,
  x = 40,
  y = 336,
  width = 48,
  height = 16,
  pattern = "cobblestone_edge_2",
}

tile{
  layer = 0,
  x = 88,
  y = 336,
  width = 16,
  height = 16,
  pattern = "cobblestone_edge_3",
}

tile{
  layer = 0,
  x = 48,
  y = 336,
  width = 32,
  height = 16,
  pattern = "107",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 408,
  y = 0,
  width = 112,
  height = 96,
  pattern = "dirt",
}

tile{
  layer = 0,
  x = 416,
  y = 0,
  width = 32,
  height = 32,
  pattern = "dirt_variant_1",
}

tile{
  layer = 0,
  x = 416,
  y = 32,
  width = 32,
  height = 32,
  pattern = "dirt_variant_2",
}

tile{
  layer = 0,
  x = 416,
  y = 64,
  width = 32,
  height = 32,
  pattern = "dirt_variant_3",
}

tile{
  layer = 0,
  x = 448,
  y = 80,
  width = 16,
  height = 16,
  pattern = "dirt_variant_6",
}

tile{
  layer = 0,
  x = 464,
  y = 80,
  width = 16,
  height = 16,
  pattern = "dirt_variant_7",
}

tile{
  layer = 0,
  x = 480,
  y = 80,
  width = 16,
  height = 16,
  pattern = "dirt_variant_5",
}

tile{
  layer = 0,
  x = 400,
  y = 0,
  width = 8,
  height = 96,
  pattern = "dirt_edge_8",
}

tile{
  layer = 0,
  x = 408,
  y = 96,
  width = 96,
  height = 8,
  pattern = "dirt_edge_6",
}

tile{
  layer = 0,
  x = 512,
  y = 80,
  width = 128,
  height = 96,
  pattern = "grass_dark",
}

tile{
  layer = 0,
  x = 504,
  y = 80,
  width = 8,
  height = 96,
  pattern = "grass_dark_edge_8",
}

tile{
  layer = 0,
  x = 512,
  y = 176,
  width = 128,
  height = 8,
  pattern = "grass_dark_edge_6",
}

tile{
  layer = 0,
  x = 504,
  y = 176,
  width = 8,
  height = 8,
  pattern = "grass_dark_edge_7",
}

tile{
  layer = 0,
  x = 40,
  y = 400,
  width = 48,
  height = 16,
  pattern = "cobblestone_edge_6",
}

tile{
  layer = 0,
  x = 40,
  y = 352,
  width = 48,
  height = 48,
  pattern = "cobblestone",
}

tile{
  layer = 0,
  x = 88,
  y = 400,
  width = 16,
  height = 16,
  pattern = "cobblestone_edge_5",
}

tile{
  layer = 0,
  x = 88,
  y = 352,
  width = 16,
  height = 48,
  pattern = "cobblestone_edge_4",
}

tile{
  layer = 0,
  x = 24,
  y = 352,
  width = 16,
  height = 48,
  pattern = "cobblestone_edge_8",
}

tile{
  layer = 0,
  x = 24,
  y = 400,
  width = 16,
  height = 16,
  pattern = "cobblestone_edge_7",
}

tile{
  layer = 0,
  x = 528,
  y = 80,
  width = 112,
  height = 80,
  pattern = "shallow_water",
}

tile{
  layer = 0,
  x = 448,
  y = 64,
  width = 192,
  height = 16,
  pattern = "12",
}

tile{
  layer = 0,
  x = 432,
  y = 48,
  width = 16,
  height = 16,
  pattern = "10",
}

tile{
  layer = 0,
  x = 432,
  y = 32,
  width = 16,
  height = 16,
  pattern = "20",
}

tile{
  layer = 0,
  x = 448,
  y = 32,
  width = 192,
  height = 16,
  pattern = "18",
}

tile{
  layer = 0,
  x = 448,
  y = 48,
  width = 192,
  height = 16,
  pattern = "13",
}

tile{
  layer = 0,
  x = 432,
  y = 64,
  width = 16,
  height = 16,
  pattern = "9",
}

tile{
  layer = 0,
  x = 432,
  y = 0,
  width = 16,
  height = 32,
  pattern = "22",
}

tile{
  layer = 0,
  x = 448,
  y = 0,
  width = 192,
  height = 32,
  pattern = "water",
}

tile{
  layer = 0,
  x = 600,
  y = 32,
  width = 16,
  height = 16,
  pattern = "waterfall_top",
}

tile{
  layer = 0,
  x = 600,
  y = 48,
  width = 16,
  height = 16,
  pattern = "waterfall",
}

tile{
  layer = 0,
  x = 600,
  y = 64,
  width = 16,
  height = 16,
  pattern = "waterfall",
}

tile{
  layer = 0,
  x = 600,
  y = 72,
  width = 16,
  height = 24,
  pattern = "waterfall_base_shallow",
}

tile{
  layer = 0,
  x = 520,
  y = 80,
  width = 8,
  height = 80,
  pattern = "shallow_water_edge_3",
}

tile{
  layer = 0,
  x = 528,
  y = 160,
  width = 112,
  height = 8,
  pattern = "shallow_water_edge_4",
}

tile{
  layer = 0,
  x = 456,
  y = 48,
  width = 8,
  height = 32,
  pattern = "267",
}

tile{
  layer = 0,
  x = 464,
  y = 48,
  width = 16,
  height = 32,
  pattern = "268",
}

tile{
  layer = 0,
  x = 480,
  y = 48,
  width = 8,
  height = 32,
  pattern = "203",
}

tile{
  layer = 0,
  x = 456,
  y = 240,
  width = 16,
  height = 32,
  pattern = "roof_br_4",
}

tile{
  layer = 0,
  x = 536,
  y = 328,
  width = 16,
  height = 24,
  pattern = "201_4",
}

tile{
  layer = 0,
  x = 456,
  y = 224,
  width = 16,
  height = 16,
  pattern = "roof_right_4",
}

tile{
  layer = 0,
  x = 344,
  y = 224,
  width = 112,
  height = 16,
  pattern = "roof_4",
}

tile{
  layer = 0,
  x = 344,
  y = 304,
  width = 112,
  height = 24,
  pattern = "200_3",
}

tile{
  layer = 0,
  x = 456,
  y = 304,
  width = 16,
  height = 24,
  pattern = "201_3",
}

tile{
  layer = 0,
  x = 344,
  y = 328,
  width = 192,
  height = 24,
  pattern = "200_4",
}

tile{
  layer = 0,
  x = 328,
  y = 224,
  width = 16,
  height = 16,
  pattern = "roof_left_4",
}

tile{
  layer = 0,
  x = 344,
  y = 240,
  width = 112,
  height = 32,
  pattern = "roof_bottom_4",
}

tile{
  layer = 0,
  x = 328,
  y = 328,
  width = 16,
  height = 24,
  pattern = "199_4",
}

tile{
  layer = 0,
  x = 328,
  y = 240,
  width = 16,
  height = 32,
  pattern = "roof_dl_4",
}

tile{
  layer = 0,
  x = 456,
  y = 272,
  width = 16,
  height = 24,
  pattern = "201",
}

tile{
  layer = 0,
  x = 328,
  y = 272,
  width = 16,
  height = 24,
  pattern = "199",
}

tile{
  layer = 0,
  x = 344,
  y = 272,
  width = 112,
  height = 24,
  pattern = "200",
}

tile{
  layer = 0,
  x = 328,
  y = 296,
  width = 160,
  height = 32,
  pattern = "2",
  tileset = "oceanset_inside",
}

tile{
  layer = 0,
  x = 424,
  y = 368,
  width = 32,
  height = 8,
  pattern = "57",
}

tile{
  layer = 0,
  x = 424,
  y = 328,
  width = 32,
  height = 8,
  pattern = "59",
}

tile{
  layer = 0,
  x = 424,
  y = 336,
  width = 32,
  height = 32,
  pattern = "58",
}

tile{
  layer = 0,
  x = 456,
  y = 368,
  width = 8,
  height = 16,
  pattern = "55",
}

tile{
  layer = 0,
  x = 456,
  y = 336,
  width = 8,
  height = 32,
  pattern = "54",
}

tile{
  layer = 0,
  x = 536,
  y = 296,
  width = 16,
  height = 32,
  pattern = "roof_br_4",
}

tile{
  layer = 0,
  x = 536,
  y = 248,
  width = 16,
  height = 48,
  pattern = "roof_right_4",
}

tile{
  layer = 0,
  x = 488,
  y = 248,
  width = 48,
  height = 48,
  pattern = "roof_4",
}

tile{
  layer = 0,
  x = 472,
  y = 248,
  width = 16,
  height = 48,
  pattern = "roof_left_4",
}

tile{
  layer = 0,
  x = 488,
  y = 296,
  width = 48,
  height = 32,
  pattern = "roof_bottom_4",
}

tile{
  layer = 0,
  x = 472,
  y = 296,
  width = 16,
  height = 32,
  pattern = "roof_dl_4",
}

tile{
  layer = 0,
  x = 328,
  y = 296,
  width = 8,
  height = 24,
  pattern = "low_edging_wall_8",
}

tile{
  layer = 0,
  x = 328,
  y = 320,
  width = 8,
  height = 8,
  pattern = "low_edging_wall_7",
}

tile{
  layer = 0,
  x = 336,
  y = 320,
  width = 80,
  height = 8,
  pattern = "low_edging_wall_6",
}

tile{
  layer = 0,
  x = 464,
  y = 320,
  width = 8,
  height = 8,
  pattern = "low_edging_wall_5",
}

tile{
  layer = 0,
  x = 384,
  y = 280,
  width = 8,
  height = 16,
  pattern = "215",
}

tile{
  layer = 0,
  x = 392,
  y = 280,
  width = 16,
  height = 16,
  pattern = "214",
}

tile{
  layer = 0,
  x = 408,
  y = 280,
  width = 8,
  height = 16,
  pattern = "213",
}

tile{
  layer = 0,
  x = 352,
  y = 272,
  width = 16,
  height = 16,
  pattern = "260",
}

tile{
  layer = 0,
  x = 288,
  y = 336,
  width = 40,
  height = 16,
  pattern = "225",
}

tile{
  layer = 0,
  x = 328,
  y = 360,
  width = 24,
  height = 16,
  pattern = "220",
}

tile{
  layer = 0,
  x = 368,
  y = 352,
